Palavras mais comuns,Frequencia Absoluta,Frequencia Relativa
tolerar,1.0,0.0002101281781886951
maiores,1.0,0.0002101281781886951
especialmente,1.0,0.0002101281781886951
alternativa,1.0,0.0002101281781886951
morbidade,1.0,0.0002101281781886951
significativa,1.0,0.0002101281781886951
registrou,1.0,0.0002101281781886951
208,1.0,0.0002101281781886951
246,1.0,0.0002101281781886951
393,1.0,0.0002101281781886951
492,1.0,0.0002101281781886951
confirmados,1.0,0.0002101281781886951
publicados,1.0,0.0002101281781886951
consórcio,1.0,0.0002101281781886951
veículos,1.0,0.0002101281781886951
imprensa,1.0,0.0002101281781886951
coletados,1.0,0.0002101281781886951
secretarias,1.0,0.0002101281781886951
estaduais,1.0,0.0002101281781886951
surgimento,1.0,0.0002101281781886951
disseminação,1.0,0.0002101281781886951
seguiu,1.0,0.0002101281781886951
incremento,1.0,0.0002101281781886951
pesquisas,1.0,0.0002101281781886951
colaboração,1.0,0.0002101281781886951
universidades,1.0,0.0002101281781886951
governos,1.0,0.0002101281781886951
unidos,1.0,0.0002101281781886951
corrida,1.0,0.0002101281781886951
recorde,1.0,0.0002101281781886951
genética,1.0,0.0002101281781886951
agente,1.0,0.0002101281781886951
etiológico,1.0,0.0002101281781886951
obtida,1.0,0.0002101281781886951
chineses,1.0,0.0002101281781886951
07,1.0,0.0002101281781886951
amplo,1.0,0.0002101281781886951
atuado,1.0,0.0002101281781886951
seguras,1.0,0.0002101281781886951
patologias,1.0,0.0002101281781886951
virais,1.0,0.0002101281781886951
andamentos,1.0,0.0002101281781886951
acredita,1.0,0.0002101281781886951
evitar,1.0,0.0002101281781886951
proliferação,1.0,0.0002101281781886951
danos,1.0,0.0002101281781886951
aumentado,1.0,0.0002101281781886951
funcionam,1.0,0.0002101281781886951
conceito,1.0,0.0002101281781886951
simples,1.0,0.0002101281781886951
mimetizar,1.0,0.0002101281781886951
imune,1.0,0.0002101281781886951
fisiológica,1.0,0.0002101281781886951
oferecendo,1.0,0.0002101281781886951
desenvolva,1.0,0.0002101281781886951
adquirida,1.0,0.0002101281781886951
sugere,1.0,0.0002101281781886951
reinfecção,1.0,0.0002101281781886951
incomum,1.0,0.0002101281781886951
90,1.0,0.0002101281781886951
noventa,1.0,0.0002101281781886951
sabe,1.0,0.0002101281781886951
dura,1.0,0.0002101281781886951
supera,1.0,0.0002101281781886951
ferramenta,1.0,0.0002101281781886951
máscaras,1.0,0.0002101281781886951
distanciamento,1.0,0.0002101281781886951
social,1.0,0.0002101281781886951
ajudem,1.0,0.0002101281781886951
chance,1.0,0.0002101281781886951
transmiti,1.0,0.0002101281781886951
lo,1.0,0.0002101281781886951
suficientes,1.0,0.0002101281781886951
respostas,1.0,0.0002101281781886951
imunológicas,1.0,0.0002101281781886951
essenciais,1.0,0.0002101281781886951
enfretamento,1.0,0.0002101281781886951
ajudará,1.0,0.0002101281781886951
destacando,1.0,0.0002101281781886951
questão,1.0,0.0002101281781886951
prioridade,1.0,0.0002101281781886951
desempenham,1.0,0.0002101281781886951
atenção,1.0,0.0002101281781886951
portanto,1.0,0.0002101281781886951
força,1.0,0.0002101281781886951
protegendo,1.0,0.0002101281781886951
mesmos,1.0,0.0002101281781886951
famílias,1.0,0.0002101281781886951
comunidades,1.0,0.0002101281781886951
implementado,1.0,0.0002101281781886951
direta,1.0,0.0002101281781886951
sugeriu,1.0,0.0002101281781886951
clara,1.0,0.0002101281781886951
populacional,1.0,0.0002101281781886951
superior,1.0,0.0002101281781886951
critério,1.0,0.0002101281781886951
mínimo,1.0,0.0002101281781886951
estágios,1.0,0.0002101281781886951
eliminação,1.0,0.0002101281781886951
definição,1.0,0.0002101281781886951
necessariamente,1.0,0.0002101281781886951
inespecífica,1.0,0.0002101281781886951
reflete,1.0,0.0002101281781886951
complexidades,1.0,0.0002101281781886951
clínica,1.0,0.0002101281781886951
desse,1.0,0.0002101281781886951
capaz,1.0,0.0002101281781886951
elementos,1.0,0.0002101281781886951
contribuir,1.0,0.0002101281781886951
profiláticos,1.0,0.0002101281781886951
poucos,1.0,0.0002101281781886951
tratamentos,1.0,0.0002101281781886951
usados,1.0,0.0002101281781886951
complexa,1.0,0.0002101281781886951
compreensão,1.0,0.0002101281781886951
evoluindo,1.0,0.0002101281781886951
testadas,1.0,0.0002101281781886951
avaliam,1.0,0.0002101281781886951
especificidades,1.0,0.0002101281781886951
epidemiológicas,1.0,0.0002101281781886951
quais,1.0,0.0002101281781886951
envolvem,1.0,0.0002101281781886951
desafiadoras,1.0,0.0002101281781886951
plataformas,1.0,0.0002101281781886951
tecnologias,1.0,0.0002101281781886951
distintos,1.0,0.0002101281781886951
contextos,1.0,0.0002101281781886951
padronizadas,1.0,0.0002101281781886951
desfechos,1.0,0.0002101281781886951
importantes,1.0,0.0002101281781886951
permitir,1.0,0.0002101281781886951
confiabilidade,1.0,0.0002101281781886951
consolidaram,1.0,0.0002101281781886951
método,1.0,0.0002101281781886951
escolha,1.0,0.0002101281781886951
intervenções,1.0,0.0002101281781886951
fases,1.0,0.0002101281781886951
examina,1.0,0.0002101281781886951
componentes,1.0,0.0002101281781886951
conhecidos,1.0,0.0002101281781886951
superar,1.0,0.0002101281781886951
dossiê,1.0,0.0002101281781886951
medicamento,1.0,0.0002101281781886951
ddcm,1.0,0.0002101281781886951
compilado,1.0,0.0002101281781886951
inerentes,1.0,0.0002101281781886951
visando,1.0,0.0002101281781886951
obtenção,1.0,0.0002101281781886951
tempos,1.0,0.0002101281781886951
confirmação,1.0,0.0002101281781886951
normalmente,1.0,0.0002101281781886951
resultado,1.0,0.0002101281781886951
exame,1.0,0.0002101281781886951
rt,1.0,0.0002101281781886951
pcr,1.0,0.0002101281781886951
desfecho,1.0,0.0002101281781886951
primário,1.0,0.0002101281781886951
apropriado,1.0,0.0002101281781886951
placebo,1.0,0.0002101281781886951
grave,1.0,0.0002101281781886951
difícil,1.0,0.0002101281781886951
abordar,1.0,0.0002101281781886951
estar,1.0,0.0002101281781886951
grandes,1.0,0.0002101281781886951
generalizada,1.0,0.0002101281781886951
solidamente,1.0,0.0002101281781886951
garantem,1.0,0.0002101281781886951
obstante,1.0,0.0002101281781886951
gravidade,1.0,0.0002101281781886951
curso,1.0,0.0002101281781886951
complexo,1.0,0.0002101281781886951
muitos,1.0,0.0002101281781886951
cenários,1.0,0.0002101281781886951
mortalidade,1.0,0.0002101281781886951
relevância,1.0,0.0002101281781886951
internações,1.0,0.0002101281781886951
hospitalares,1.0,0.0002101281781886951
cuidados,1.0,0.0002101281781886951
intensivos,1.0,0.0002101281781886951
carga,1.0,0.0002101281781886951
rapidamente,1.0,0.0002101281781886951
vem,1.0,0.0002101281781886951
atuando,1.0,0.0002101281781886951
criou,1.0,0.0002101281781886951
ambiente,1.0,0.0002101281781886951
facilitado,1.0,0.0002101281781886951
regularizar,1.0,0.0002101281781886951
prevenir,1.0,0.0002101281781886951
regulatórios,1.0,0.0002101281781886951
definiu,1.0,0.0002101281781886951
submetidas,1.0,0.0002101281781886951
fins,1.0,0.0002101281781886951
normativo,1.0,0.0002101281781886951
recomendatório,1.0,0.0002101281781886951
facilitar,1.0,0.0002101281781886951
sob,1.0,0.0002101281781886951
crivo,1.0,0.0002101281781886951
cumpram,1.0,0.0002101281781886951
mecanismo,1.0,0.0002101281781886951
restrito,1.0,0.0002101281781886951
substitui,1.0,0.0002101281781886951
modalidade,1.0,0.0002101281781886951
prevista,1.0,0.0002101281781886951
trazer,1.0,0.0002101281781886951
grupos,1.0,0.0002101281781886951
avalia,1.0,0.0002101281781886951
adequação,1.0,0.0002101281781886951
permitindo,1.0,0.0002101281781886951
minimizar,1.0,0.0002101281781886951
impactos,1.0,0.0002101281781886951
pacotes,1.0,0.0002101281781886951
enfatizar,1.0,0.0002101281781886951
continuidade,1.0,0.0002101281781886951
trabalhando,1.0,0.0002101281781886951
diuturnamente,1.0,0.0002101281781886951
expectativa,1.0,0.0002101281781886951
alcancem,1.0,0.0002101281781886951
padrões,1.0,0.0002101281781886951
garantirem,1.0,0.0002101281781886951
suprimento,1.0,0.0002101281781886951
especial,1.0,0.0002101281781886951
atender,1.0,0.0002101281781886951
necessidades,1.0,0.0002101281781886951
populações,1.0,0.0002101281781886951
prioritárias,1.0,0.0002101281781886951
